Date,Composite_HPI_SA,Single_Family_HPI_SA,One_Storey_HPI_SA,Two_Storey_HPI_SA,Townhouse_HPI_SA,Apartment_HPI_SA,Composite_Benchmark_SA,Single_Family_Benchmark_SA,One_Storey_Benchmark_SA,Two_Storey_Benchmark_SA,Townhouse_Benchmark_SA,Apartment_Benchmark_SA,V41690973,V41690914,STATIC_TOTALCPICHANGE,CPI_TRIM,CPI_MEDIAN,CPI_COMMON,ATOM_V41693242,STATIC_CPIXFET,CPIW,Open,High,Low,Close,Adj Close,Volume,Prime Rate,Bank of Canada Overnight Rate
01-11-2013,176.8,183,171.5,182.1,154.8,159.1,391000,429600,333100,498500,316200,273100,123,123.2,0.9,1.2,1.5,0.9,1.1,0.7,1.1,13362.90039,13517,13285.2002,13395.40039,13395.40039,2698397100,3,1
01-12-2013,177.6,183.9,172.4,182.9,155.4,159.5,392900,431700,334800,500900,317500,273800,122.7,123.6,1.2,1.4,1.6,1.1,1.3,1,1.3,13395.40039,13644.29981,13059.7002,13621.59961,13621.59961,2886736500,3,1
01-01-2014,178.5,185,173.7,183.9,155.6,160.3,394900,434200,337300,503600,317900,275200,123.1,123.9,1.5,1.5,1.7,1.2,1.4,1.3,1.5,13621.40039,14002.40039,13473.2002,13694.90039,13694.90039,3958912800,3,1
01-02-2014,179.1,185.6,173.9,184.6,156.5,160.4,396100,435500,337800,505400,319700,275400,124.1,124.3,1.1,1.4,1.5,1.1,1.2,1.2,1.2,13694.90039,14280.90039,13450.29981,14209.59961,14209.59961,3650954400,3,1
01-03-2014,179.4,185.8,173.8,185,157.2,160.5,396800,436000,337600,506500,321100,275600,124.8,124.5,1.5,1.5,1.6,1.3,1.3,1.3,1.3,14209.7002,14406.90039,14139.29981,14335.29981,14335.29981,3664332300,3,1
01-04-2014,179.8,186.2,174.3,185.4,157.6,161,397800,437000,338500,507600,321900,276500,125.2,125,2,1.6,1.7,1.3,1.4,1.3,1.6,14335.29981,14662,14221.40039,14651.90039,14651.90039,3506261200,3,1
01-05-2014,180.4,187,174.7,186.3,157.7,160.7,399100,438800,339300,510000,322100,276000,125.8,125.1,2.3,1.7,1.8,1.3,1.7,1.4,1.8,14651.90039,14765.2002,14473.79981,14604.2002,14604.2002,2995727100,3,1
01-06-2014,181.3,187.9,175.5,187.3,158.4,161.6,401000,440900,340900,512700,323700,277400,125.9,125.4,2.4,1.8,1.8,1.3,1.8,1.5,1.9,14604.2002,15146,14604.2002,15146,15146,3393673500,3,1
01-07-2014,182,188.7,176.2,188.2,158.9,161.9,402600,442900,342200,515200,324600,278000,125.7,125.4,2.1,1.6,1.7,1.3,1.7,1.5,1.7,15146,15527.29981,15021.09961,15330.7002,15330.7002,3323445900,3,1
01-08-2014,183.1,189.9,176.9,189.4,160.1,162.6,405000,445600,343600,518700,327000,279100,125.7,125.5,2.1,1.7,1.7,1.3,2.1,2,1.8,15330.79981,15653.40039,15056.09961,15625.7002,15625.7002,2734232600,3,1
01-09-2014,184.3,191.2,177.8,190.9,160.8,163.4,407600,448700,345300,522700,328500,280600,125.8,125.7,2,1.7,1.8,1.3,2.1,1.9,1.9,15626.90039,15685.09961,14821.7002,14960.5,14960.5,3736970700,3,1
01-10-2014,185.6,192.6,178.8,192.4,161.9,164.7,410600,452000,347300,526900,330700,282800,125.9,125.9,2.4,1.7,1.8,1.4,2.3,2,2,14958.5,14958.5,13646.79981,14613.29981,14613.29981,4600707700,3,1
01-11-2014,187.1,194.1,179.9,194.2,162.7,166,413800,455600,349300,531700,332300,285100,125.4,125.7,2,1.7,1.8,1.6,2.1,2,2,14632.2002,15184.40039,14327,14744.7002,14744.7002,4009177600,3,1
01-12-2014,188.2,195.5,180.6,195.7,162.5,166.6,416300,458900,350800,535900,331900,286000,124.5,125.5,1.5,1.7,1.7,1.5,2.2,1.9,1.8,14753.5,14789,13635.5,14632.40039,14632.40039,5719021100,3,1
01-01-2015,189,196.3,181.4,196.6,164.6,166.8,418000,460700,352200,538200,336300,286400,124.3,125.1,1,1.7,1.8,1.6,2.2,1.9,1.9,14637.29981,14853.29981,13892.59961,14673.5,14673.5,5178528700,2.85,0.75
01-02-2015,189.6,197.1,181.9,197.5,164.9,166.6,419400,462700,353200,540800,336900,286000,125.4,125.5,1,1.6,1.7,1.5,2.1,1.8,1.9,14713.90039,15349,14713.90039,15234.29981,15234.29981,4293263700,2.85,0.75
01-03-2015,190.7,198.4,182.3,199.1,165.3,167.4,421900,465700,354100,545200,337800,287500,126.3,126.1,1.2,1.6,1.8,1.5,2.4,2,2,15240.90039,15283.7002,14606.2002,14902.40039,14902.40039,4479338300,2.85,0.75
01-04-2015,191.9,199.8,183.3,200.7,165.6,168,424500,469000,356000,549500,338300,288400,126.2,125.8,0.8,1.4,1.6,1.5,2.3,1.9,1.8,14925.2002,15524.79981,14878.5,15224.5,15224.5,3772368300,2.85,0.75
01-05-2015,193.3,201.5,184.1,202.6,166.6,168.6,427600,472900,357600,554700,340400,289500,126.9,126.3,0.9,1.5,1.7,1.7,2.2,1.8,1.8,15224.40039,15416.59961,14934.29981,15014.09961,15014.09961,3483023200,2.85,0.75
01-06-2015,195.3,203.9,185.7,205.2,167.6,169.4,432000,478500,360600,561800,342400,290900,127.2,126.8,1,1.5,1.6,1.7,2.3,1.8,1.9,15040.90039,15182.2002,14482.2002,14553.29981,14553.29981,3725889300,2.85,0.75
01-07-2015,197.4,206.3,187.4,207.8,168.7,170.6,436700,484200,363900,569000,344700,293000,127.3,127.1,1.3,1.6,1.8,1.7,2.4,2,2,14588.2002,14748,13938.90039,14468.40039,14468.40039,3804476900,2.7,0.5
01-08-2015,199.7,209,189.7,210.6,170.2,171.9,441800,490600,368400,576500,347800,295200,127.3,127.1,1.3,1.6,1.8,1.8,2.1,1.8,1.9,14465.79981,14622.40039,12705.2002,13859.09961,13859.09961,4207264000,2.7,0.5
01-09-2015,201.8,211.2,191.4,212.9,172.1,173.7,446400,495800,371700,582900,351600,298300,127.1,127,1,1.6,1.8,1.8,2.1,1.8,1.8,13691.79981,13876,12964.09961,13307,13307,4457532700,2.7,0.5
01-10-2015,203.9,213.5,193,215.3,174.2,175.2,451000,501200,374900,589600,355900,300800,127.2,127.2,1,1.7,1.8,1.9,2.1,1.7,1.8,13362.5,14053.2002,13086.40039,13529.2002,13529.2002,4839515700,2.7,0.5
01-11-2015,206.1,216,194.7,218.1,176,176.7,455900,507000,378100,597100,359600,303400,127.1,127.3,1.4,1.8,2,2,2,1.8,1.8,13531,13790.09961,13030.5,13469.79981,13469.79981,4013504500,2.7,0.5
01-12-2015,208.2,218.3,196.5,220.3,177.7,178.1,460500,512400,381700,603200,363000,305800,126.5,127.4,1.6,1.8,2.1,1.8,1.9,1.7,1.8,13488.40039,13653.7002,12617.7002,13010,13010,4495475300,2.7,0.5
01-01-2016,210.8,221.4,198.4,224.1,179.1,179.8,466400,519700,385300,613500,366000,308800,126.8,127.5,2,1.8,2,1.9,2,1.8,1.9,12920.59961,12954.90039,11531.2002,12822.09961,12822.09961,5129644400,2.7,0.5
01-02-2016,213.8,224.8,201.1,227.6,180.7,182,473000,527600,390600,623300,369100,312500,127.1,127.3,1.4,1.8,2,1.8,1.9,1.7,1.7,12766.2002,12984.7002,11985.7002,12860.40039,12860.40039,5553510400,2.7,0.5
01-03-2016,216.9,228.3,204.1,231.4,183.3,183.1,479700,535900,396400,633500,374500,314400,127.9,127.7,1.3,1.8,2,1.8,2.1,1.7,1.7,12896.29981,13685.5,12858,13494.40039,13494.40039,6115364500,2.7,0.5
01-04-2016,220.6,232.6,207.7,235.7,186.4,185,487900,545800,403300,645300,380900,317600,128.3,127.9,1.7,2,2.1,1.8,2.2,1.9,1.8,13404.59961,13972.59961,13217.2002,13951.5,13951.5,4943424400,2.7,0.5
01-05-2016,224.8,237.3,211.7,240.5,189.9,187.7,497300,557000,411200,658500,387900,322300,128.8,128.3,1.5,2,2.2,1.7,2.1,2.1,1.8,13963.90039,14172.40039,13535.5,14065.79981,14065.79981,4742128600,2.7,0.5
01-06-2016,228.7,241.5,215.1,244.9,193.3,191.3,505900,566800,417800,670400,395000,328500,129.1,128.6,1.5,2,2.2,1.7,2.1,2.1,1.8,14017,14450.90039,13609.59961,14064.5,14064.5,5235274600,2.7,0.5
01-07-2016,232.2,245.2,217.7,249,196.9,193.9,513600,575600,422800,681800,402200,332900,128.9,128.5,1.3,1.9,2,1.6,2.1,2,1.6,14200.09961,14609,14080.2002,14582.7002,14582.7002,3872760200,2.7,0.5
01-08-2016,234.5,247.7,219.5,251.8,199.6,195.9,518800,581400,426200,689300,407800,336300,128.7,128.6,1.1,1.8,2,1.5,1.8,1.8,1.5,14555.2002,14855.7002,14428.2002,14598,14598,3807885000,2.7,0.5
01-09-2016,236.7,250,220.9,254.2,201.8,198,523500,586700,428900,696100,412300,339900,128.8,128.8,1.3,1.8,2.1,1.3,1.8,1.9,1.5,14573.29981,14841.40039,14319.09961,14725.90039,14725.90039,4388263300,2.7,0.5
01-10-2016,237.9,251.3,222.6,255.3,203.3,199.6,526300,589700,432200,698900,415300,342700,129.1,129.1,1.5,1.8,2.1,1.3,1.7,1.8,1.5,14722.5,14963.59961,14468,14787.29981,14787.29981,3950697400,2.7,0.5
01-11-2016,239.6,252.7,224,256.6,206,202.3,530100,593200,435000,702700,420800,347400,128.6,128.9,1.2,1.6,1.9,1,1.5,1.6,1.3,14827.90039,15141,14481.59961,15082.90039,15082.90039,4984695800,2.7,0.5
01-12-2016,241.1,254.1,225.4,257.7,207.2,205,533400,596400,437700,705500,423300,352000,128.4,129.3,1.5,1.6,1.9,1.2,1.6,1.7,1.4,15138.59961,15432.59961,15000.59961,15287.59961,15287.59961,4472757200,2.7,0.5
01-01-2017,244.7,257.8,228,262,212.1,208,541200,605000,442800,717300,433400,357200,129.5,130.1,2.1,1.6,1.9,1.1,1.7,2.1,1.6,15366.79981,15674.29981,15313,15386,15386,4334029700,2.7,0.5
01-02-2017,250.1,263.8,233.3,268.3,217.1,211.6,553300,619100,453000,734600,443600,363300,129.7,129.9,2,1.5,1.8,1.1,1.7,2,1.5,15423.79981,15943.09961,15327.2002,15399.2002,15399.2002,4402140700,2.7,0.5
01-03-2017,256.4,270.5,239.1,275.3,220.8,218.2,567200,634900,464400,753700,451100,374700,129.9,129.7,1.6,1.4,1.7,1,1.3,1.6,1.2,15534.7002,15664.09961,15241.59961,15547.79981,15547.79981,5236485800,2.7,0.5
01-04-2017,259.3,272.7,241.8,277.2,225,224.2,573600,640000,469600,759000,459600,384900,130.4,130.1,1.6,1.3,1.6,1,1.1,1.5,1.1,15587,15792.59961,15427.29981,15586.09961,15586.09961,3933956300,2.7,0.5
01-05-2017,258.5,270.8,240.6,275.1,227.1,228,571700,635500,467300,753100,463900,391500,130.5,129.9,1.3,1.2,1.6,0.8,0.9,1.3,0.9,15601.7002,15700.59961,15164.7002,15349.90039,15349.90039,4552021500,2.7,0.5
01-06-2017,256.4,267.7,238.6,271.6,227.9,229.9,567200,628400,463300,743700,465700,394800,130.4,129.9,1,1.2,1.6,0.9,0.9,1.3,0.8,15363.09961,15594.2002,15078,15182.2002,15182.2002,5044945600,2.7,0.5
01-07-2017,254.2,264.4,236.9,267.7,228.9,231.6,562200,620600,460100,732900,467700,397700,130.4,130.1,1.2,1.3,1.7,1.1,0.9,1.5,0.9,15217.40039,15319.2002,14915.79981,15143.90039,15143.90039,3057099700,2.95,0.75
01-08-2017,253,262.5,235.6,265.6,229.5,234.2,559700,616100,457500,727200,468900,402200,130.5,130.4,1.4,1.4,1.7,1.2,0.9,1.5,0.9,15192.09961,15324.59961,14918.59961,15211.90039,15211.90039,3369669600,2.95,0.75
01-09-2017,253,262.1,235.9,264.9,230.2,236.3,559700,615200,458100,725400,470200,405800,130.8,130.7,1.6,1.4,1.6,1.2,0.8,1.2,1,15194.7002,15692,14953.90039,15634.90039,15634.90039,3870060000,3.2,1
01-10-2017,253.6,262.1,236,264.8,232.4,239.7,560900,615100,458400,725100,474700,411500,130.9,130.9,1.4,1.4,1.6,1.3,0.9,1.4,1,15640,16064.7002,15619.2002,16025.59961,16025.59961,3482763100,3.2,1
01-11-2017,254.3,262.5,236.8,265.2,233.4,242.1,562500,616100,459800,726100,476900,415700,131.3,131.7,2.1,1.7,1.7,1.4,1.3,1.8,1.4,16093.40039,16131.79981,15829.40039,16067.5,16067.5,3888878600,3.2,1
01-12-2017,254.7,262.5,237.8,264.4,235,244.3,563400,616000,461900,723900,480200,419400,130.8,131.8,1.9,1.7,1.8,1.5,1.2,1.7,1.3,16058.2002,16232.2002,15853.09961,16209.09961,16209.09961,3501176100,3.2,1
01-01-2018,254,261.1,237.1,262.9,236.3,246.7,561900,612700,460500,719900,482800,423500,131.7,132.3,1.7,1.8,1.8,1.6,1.2,1.5,1.4,16213.40039,16421.40039,15898.7002,15951.7002,15951.7002,4635890300,3.45,1.25
01-02-2018,252.7,259.2,236.7,260.6,236.6,246.9,559000,608400,459700,713600,483300,424000,132.5,132.6,2.2,2,1.9,1.8,1.5,1.8,1.7,15920,15922.59961,14785.79981,15442.7002,15442.7002,4449009200,3.45,1.25
01-03-2018,251.7,257.4,236.1,258.5,237.9,248.7,556800,604200,458600,707700,486000,427100,132.9,132.7,2.3,1.9,1.9,1.9,1.4,1.9,1.8,15452.7002,15791.2002,15150.5,15367.29981,15367.29981,4324581200,3.45,1.25
01-04-2018,250.9,256.4,235.8,257.3,237.8,248.8,555000,601800,457900,704400,485900,427200,133.3,132.8,2.2,2,2,1.9,1.5,1.8,1.9,15351.2002,15702.59961,14991.2002,15607.90039,15607.90039,4044331800,3.45,1.25
01-05-2018,250.5,255.8,235.2,256.7,238.1,250,554000,600300,456800,702900,486400,429200,133.4,132.9,2.2,1.8,1.9,1.9,1.3,1.7,1.9,15592.5,16238.79981,15548.7002,16061.5,16061.5,4525260200,3.45,1.25
01-06-2018,250.3,255.4,234.3,256.7,239.3,250.3,553700,599400,455000,702800,488800,429800,133.6,133.1,2.5,2,1.9,1.9,1.3,1.8,2,16075.79981,16489.5,16038,16277.7002,16277.7002,4438640100,3.45,1.25
01-07-2018,250.4,255.3,234.4,256.4,239.8,251.5,553900,599100,455300,702100,489900,431900,134.3,133.7,3,2,1.9,2.1,1.6,2.3,2.2,16332.40039,16586.5,16227.29981,16434,16434,3514022500,3.7,1.5
01-08-2018,250.2,255,234.8,256,239.5,251.5,553400,598600,456000,700900,489300,431900,134.2,133.9,2.8,2.1,2,2,1.7,2.3,2.2,16383.79981,16494.09961,16075.29981,16262.90039,16262.90039,4362840200,3.7,1.5
01-09-2018,249.6,254.3,234.2,255.3,240.1,251.7,552200,596900,454800,699000,490500,432100,133.7,133.8,2.2,2,1.9,1.9,1.5,1.8,2.1,16276.29981,16300.7002,15975.79981,16073.09961,16073.09961,4797558000,3.7,1.5
01-10-2018,249.4,254.2,234.6,254.9,239.7,251.9,551700,596500,455500,698000,489700,432500,134.1,134.2,2.4,2,2,1.9,1.6,2.1,2.1,16152.29981,16193.09961,14639.7002,15027.29981,15027.29981,6140889300,3.95,1.75
01-11-2018,248,252.5,233.3,253.3,239.6,250.4,548500,592700,453000,693500,489500,429900,133.5,134,1.7,1.9,1.9,1.8,1.5,1.7,1.9,15032.79981,15393.09961,14810.59961,15197.79981,15197.79981,5580999000,3.95,1.75
01-12-2018,246.5,250.7,231.3,251.5,238,250.6,545200,588400,449100,688700,486300,430300,133.4,134.3,2,1.9,1.9,1.8,1.7,2.3,1.9,15358.90039,15378.90039,13776.90039,14322.90039,14322.90039,5249256700,3.95,1.75
01-01-2019,243.8,247.8,229.7,248.2,235.8,248,539300,581700,446100,679600,481800,425900,133.6,134.3,1.4,1.9,1.8,1.7,1.5,1.9,1.9,14163.90039,15564.59961,14112.79981,15540.59961,15540.59961,5215379100,3.95,1.75
01-02-2019,240.8,244.5,226.6,244.9,233.5,245.7,532600,573800,440100,670600,477100,421900,134.5,134.7,1.5,1.9,1.9,1.9,1.5,2,2,15562.29981,16115.79981,15483.40039,15999,15999,4753997700,3.95,1.75
01-03-2019,238.9,242.7,225.7,242.9,231.7,243.4,528500,569700,438300,665100,473300,418000,135.4,135.2,1.9,2.2,2,1.9,1.6,1.9,2.1,16086.29981,16275.29981,15891.90039,16102.09961,16102.09961,5665494600,3.95,1.75
01-04-2019,238.9,242.9,225.7,243.1,231.9,243.3,528500,570000,438300,665600,473800,417700,136,135.6,2,2,2,2,1.5,2,2,16187.90039,16672.69922,16153.59961,16580.69922,16580.69922,4499161900,3.95,1.75
01-05-2019,239.4,243.5,226.3,243.7,232.9,243,529500,571400,439400,667200,475800,417200,136.6,136,2.4,2.2,2.1,2.1,2.1,2.4,2.3,16580.59961,16604.90039,15963.29981,16037.5,16037.5,4752008500,3.95,1.75
01-06-2019,240.6,244.8,227.9,244.8,233.6,244.3,532200,574600,442600,670200,477200,419500,136.3,135.9,2,2,2,2,2,2.3,2.2,16053.5,16603.90039,15960.90039,16382.2002,16382.2002,4223231600,3.95,1.75
01-07-2019,242,246.3,228.6,246.6,234.6,245.4,535300,578100,444000,675200,479200,421400,137,136.4,2,2,2,2.1,2,2.2,2.3,16463.59961,16641.80078,16282.09961,16406.59961,16406.59961,3712162700,3.95,1.75
01-08-2019,243.3,247.5,229.7,247.9,237.1,247,538200,580900,446000,678700,484400,424100,136.8,136.4,1.9,2,2,2,1.9,2.2,2.3,16389.19922,16505.90039,15964.40039,16442.09961,16442.09961,4104739700,3.95,1.75
01-09-2019,244.9,249,231.3,249.4,238.9,249.4,541800,584500,449100,682800,488100,428200,136.2,136.3,1.9,2,2,2.2,1.9,2.1,2.3,16382.5,16947.19922,16328.40039,16658.59961,16658.59961,4682831000,3.95,1.75
01-10-2019,246.3,250.6,232.6,251.1,240.9,250.7,544900,588200,451700,687400,492100,430400,136.6,136.7,1.9,2,2,2.2,1.9,2,2.3,16683.59961,16707.5,16198.09961,16483.19922,16483.19922,4059545200,3.95,1.75
01-11-2019,247.3,251.2,233.5,251.6,242.2,253.7,547000,589600,453500,689000,494800,435600,136.4,136.8,2.2,2.2,2.1,2.4,1.9,2,2.4,16537.69922,17120.90039,16534.90039,17040.19922,17040.19922,4313437900,3.95,1.75
01-12-2019,247.9,251.6,234,251.9,243.4,255.3,548300,590500,454400,689800,497200,438400,136.4,137.3,2.2,2,2,2.3,1.7,1.8,2.4,17060.90039,17230.59961,16817,17063.40039,17063.40039,4156688600,3.95,1.75
01-01-2020,248.4,251.5,234,251.6,244.8,257.3,549500,590300,454400,688900,500200,441800,136.8,137.3,2.4,2.1,2.1,2.2,1.8,1.9,2.2,17131.59961,17666.5,17033.19922,17318.5,17318.5,4661181300,3.95,1.75
01-02-2020,249.2,251.9,234.1,252.2,244.1,258.7,551200,591300,454700,690400,498700,444200,137.4,137.5,2.2,2,2,1.9,1.8,1.9,2.1,17351,17970.5,15896.40039,16263.09961,16263.09961,4968852600,3.95,1.75
01-03-2020,249,251.8,233.3,252.4,242.8,258.1,550700,591000,453100,691200,496100,443200,136.6,136.3,0.9,1.8,1.9,1.5,1.6,1.7,1.7,16325,16798.19922,11172.7002,13378.79981,13378.79981,10996859000,2.95,0.25
01-04-2020,246,248.7,230.1,249.5,242.5,255.2,544100,583600,446900,683100,495500,438100,135.7,135.6,-0.2,1.9,2,1.3,1.2,1.3,1.1,12966.79981,15257.90039,12814,14780.7002,14780.7002,7314475700,2.45,0.25
01-05-2020,248.1,251.8,232.3,253.1,242.5,254.6,548800,591000,451200,692900,495500,437100,136.1,135.7,-0.4,1.6,1.8,1.1,0.7,0.6,0.7,14563,15342.40039,14187.5,15192.79981,15192.79981,6397636900,2.45,0.25
01-06-2020,252.4,257.3,238,258,245.9,254.3,558400,604000,462100,706400,502400,436600,137.2,136.8,0.7,1.8,1.9,1.2,1.1,1,1.2,15177.59961,15980.09961,14934.7002,15515.2002,15515.2002,7063577500,2.45,0.25
01-07-2020,259.1,264.8,245.3,265.1,251.6,257.3,573200,621600,476400,725800,514000,441700,137.2,136.7,0.1,1.7,1.8,1,0.7,0.5,1,15694.09961,16317.90039,15391.7002,16169.2002,16169.2002,4284800500,2.45,0.25
01-08-2020,265.4,272,251.9,272.2,256.9,259.8,587000,638500,489100,745400,524800,446100,137,136.8,0.1,1.7,1.8,1.2,0.8,0.5,1.1,16172.59961,16835.09961,16172.59961,16514.40039,16514.40039,3995195600,2.45,0.25
01-09-2020,269.8,277.2,257.9,276.6,261.2,261.5,596800,650600,500800,757400,533700,449000,136.9,137.1,0.5,1.7,2,1.2,1,0.8,1.1,16533.19922,16725.69922,15725,16121.40039,16121.40039,4937004400,2.45,0.25
01-10-2020,272.8,280.7,261.8,279.7,264.4,261.9,603400,658900,508500,765700,540200,449700,137.5,137.5,0.7,1.8,2,1.5,1,0.8,1.2,16189.7002,16611,15418.5,15580.59961,15580.59961,4432015700,2.45,0.25
01-11-2020,275.9,284.7,266.4,283.7,266.8,262.1,610200,668200,517400,776900,545100,450000,137.7,138,1,1.8,2,1.5,1.5,1.3,1.4,15684.90039,17411,15569.40039,17190.30078,17190.30078,5684347100,2.45,0.25
01-12-2020,279.1,288.7,270,287.4,269.7,263.2,617300,677500,524300,787000,550900,452000,137.4,138.2,0.7,1.8,2,1.4,1.5,1.1,1.2,17431.30078,17684.09961,17220.90039,17433.40039,17433.40039,5202728900,2.45,0.25
01-01-2021,284.3,295,274.7,293.8,272.9,263.5,628800,692300,533500,804300,557600,452400,138.2,138.7,1,1.8,2.1,1.4,1.6,1.4,1.3,17583.40039,18058.59961,17297.80078,17337,17337,5011119800,2.45,0.25
01-02-2021,291,302.3,282.3,300.6,278.9,265.2,643800,709600,548300,823000,569800,455300,138.9,139,1.1,1.9,2.1,1.5,1.2,0.8,1.1,17527.40039,18579.69922,17487.69922,18060.30078,18060.30078,5377980500,2.45,0.25
01-03-2021,298.3,310.2,290.2,307.9,285.7,269.4,659900,728000,563500,842900,583700,462500,139.6,139.3,2.2,2,2.2,2.1,1.4,0.9,1.6,18249.80078,19037.09961,17950.80078,18700.69922,18700.69922,6437586500,2.45,0.25
01-04-2021,304.5,317,297.7,314,292.3,274.9,673600,744000,578100,859700,597100,472000,140.3,140.1,3.4,2.3,2.2,2.4,2.3,1.8,2.6,18799.90039,19439.80078,18772.69922,19108.30078,19108.30078,4225253700,2.45,0.25
01-05-2021,310.4,323.9,304.6,320.5,298.3,278.9,686600,760200,591600,877400,609500,478900,141,140.6,3.6,2.6,2.5,2.8,2.8,2.4,3,19193.59961,19909.59961,19052.40039,19731,19731,4768339900,2.45,0.25
01-06-2021,316.4,330.5,310.2,326.8,304,282.9,699800,775700,602400,894900,621000,485700,141.4,141,3.1,2.6,2.6,2.8,2.7,2.2,3,19909.09961,20295.19922,19906.80078,20165.59961,20165.59961,5048796900,2.45,0.25
01-07-2021,320.9,335.7,314.6,332.2,307.8,285.8,709800,787800,611000,909500,628800,490700,142.3,141.7,3.7,3,2.7,3,3.3,2.8,3.3,20267.19922,20381.69922,19605.90039,20287.80078,20287.80078,3578207200,2.45,0.25
01-08-2021,326.2,341.6,320.3,338.1,313.1,289.5,721500,801700,622000,925600,639600,497100,142.6,142.5,4.1,3.2,2.9,3.3,3.5,3,3.4,20325.09961,20703.90039,20109.40039,20582.90039,20582.90039,3744107300,2.45,0.25
01-09-2021,333.4,349.3,326.2,346.6,320.4,296.1,737400,819800,633500,948900,654500,508400,142.9,143.1,4.4,3.4,3,3.5,3.7,3.3,3.5,20604.80078,20897.59961,19982.19922,20070.30078,20070.30078,4873607400,2.45,0.25
01-10-2021,342.9,359.8,334.1,358,328.4,304,758600,844400,648800,980100,671000,522000,143.9,143.9,4.7,3.4,2.9,3.4,3.8,3.2,3.6,20122.69922,21311.80078,19954.80078,21037.09961,21037.09961,4262776700,2.45,0.25
01-11-2021,351,368.5,342,368,338.6,311.2,776500,864800,664100,1007700,691700,534300,144.2,144.5,4.7,3.4,3,3.6,3.6,3.1,3.6,21124.30078,21796.19922,20660,20660,20660,5462320600,2.45,0.25
01-12-2021,357.4,375.8,348.8,374.7,344.4,316.1,790500,882000,677300,1025800,703600,542700,144,144.9,4.8,3.8,3.2,3.6,4,3.4,3.9,20917.5,21433.90039,20382.30078,21222.80078,21222.80078,4977949200,2.45,0.25
01-01-2022,370.7,389.7,362,387.4,357.5,324.4,820000,914700,703000,1060700,730400,557000,145.3,145.8,5.1,4,3.4,4.1,4.3,3.5,4.2,21335.59961,21550.09961,19912.59961,21098.30078,21098.30078,5257279600,2.45,0.25
01-02-2022,380,398.2,370.1,395.5,366.5,332.1,840600,934500,718700,1083000,748700,570200,146.8,146.9,5.7,4.3,3.6,4.6,4.8,3.9,4.7,21160.5,21784.69922,20397.19922,21126.40039,21126.40039,5479522300,2.45,0.25
01-03-2022,379.4,395.4,367.9,392.7,369.1,338.1,839300,928100,714400,1075300,754000,580500,148.9,148.4,6.7,4.7,4,5.1,5.5,4.7,5.3,21144,22181.80078,20912.09961,21890.19922,21890.19922,7319750900,2.7,0.5
01-04-2022,374.2,389.6,363.5,387.1,366.8,337.2,827800,914300,705900,1059800,749300,579000,149.8,149.7,6.8,5,4.4,5.5,5.7,4.6,5.6,21970.80078,22213.09961,20619.30078,20762,20762,5028357300,3.2,1
01-05-2022,370.3,386,360,383.6,363.5,337.2,819200,905900,699200,1050200,742600,579000,151.9,151.3,7.7,5.4,4.7,6.1,6.1,5.2,6.3,20707.69922,21212.90039,19480,20729.30078,20729.30078,6123813800,3.2,1
01-06-2022,363.3,377.9,350.4,376.2,358,333.8,803700,887000,680400,1030000,731400,573200,152.9,152.1,8.1,5.5,4.8,6.3,6.2,5.3,6.4,20816.69922,21036.40039,18661.5,18861.40039,18861.40039,6198477400,3.7,1.5
01-07-2022,356.8,370,343.3,368.6,353.6,331.7,789300,868500,666600,1009300,722400,569600,153.1,152.3,7.6,5.4,4.9,6.6,6.1,5.5,6.2,18951.19922,19734,18169.90039,19692.90039,19692.90039,4716787900,4.7,2.5
01-08-2022,350.8,363.4,336.8,362.4,346.9,328.4,775900,853000,654100,992300,708800,563900,152.6,152.4,7,5.2,4.7,6.3,5.8,5.3,6,19568.90039,20323.59961,19329.90039,19330.80078,19330.80078,5300428700,4.7,2.5
01-09-2022,345.7,358.1,331.7,357.6,343.4,324.3,764700,840400,644100,979200,701500,556900,152.7,153,6.9,5.2,4.7,6.2,6,5.4,6,19179.5,20032.59961,18982,19987.19922,19987.19922,1697976300,5.45,3.25
